"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"563934","85099B","JUMBO BAG RED RETROSPOT",25,"21-08-2011 16:02",2.08,15313,"United Kingdom"
"563935","21159","MOODY BOY  DOOR HANGER ",7,"21-08-2011 16:24",0.39,15547,"United Kingdom"
"563935","44236","PINK/PURPLE CIRCLE CURTAIN",1,"21-08-2011 16:24",0.79,15547,"United Kingdom"
"563940","84795B","SUNSET CHECK HAMMOCK",10,"22-08-2011 09:30",7.95,17416,"United Kingdom"
"563944","72586","SET OF 6 HALLOWEEN GHOST T-LIGHTS",36,"22-08-2011 10:08",0.42,17581,"United Kingdom"
"563947","23236","STORAGE TIN VINTAGE DOILY ",24,"22-08-2011 10:18",2.89,12363,"Unspecified"
"563947","23313","VINTAGE CHRISTMAS BUNTING",6,"22-08-2011 10:18",4.95,12363,"Unspecified"
"563947","22952","60 CAKE CASES VINTAGE CHRISTMAS",36,"22-08-2011 10:18",0.55,12363,"Unspecified"
"563947","23234","BISCUIT TIN VINTAGE CHRISTMAS",24,"22-08-2011 10:18",2.89,12363,"Unspecified"
"563950","22419","LIPSTICK PEN RED",48,"22-08-2011 10:39",0.42,12471,"Germany"
"563950","23375","50'S CHRISTMAS PAPER GIFT BAG",10,"22-08-2011 10:39",0.82,12471,"Germany"
"563952","23069","EDWARDIAN PHOTO FRAME",8,"22-08-2011 10:44",6.25,15572,"United Kingdom"
"563954","21531","RED RETROSPOT SUGAR JAM BOWL",18,"22-08-2011 10:59",2.55,16652,"United Kingdom"
"563954","22304","COFFEE MUG BLUE PAISLEY DESIGN",24,"22-08-2011 10:59",2.55,16652,"United Kingdom"
"563954","22623","BOX OF VINTAGE JIGSAW BLOCKS ",12,"22-08-2011 10:59",5.95,16652,"United Kingdom"
"563954","84755","COLOUR GLASS T-LIGHT HOLDER HANGING",72,"22-08-2011 10:59",0.65,16652,"United Kingdom"
"563955","23244","STORAGE TIN VINTAGE LEAF",12,"22-08-2011 11:00",1.95,16652,"United Kingdom"
"564019","22746","POPPY'S PLAYHOUSE LIVINGROOM ",18,"22-08-2011 11:54",2.1,13408,"United Kingdom"
"564021","23285","PINK VINTAGE SPOT BEAKER",6,"22-08-2011 11:58",0.85,NA,"United Kingdom"
"564022","23187","FRENCH STYLE STORAGE JAR BONBONS",96,"22-08-2011 12:10",0.29,13269,"United Kingdom"
"564042","23356","LOVE HOT WATER BOTTLE",1,"22-08-2011 12:52",5.95,15443,"United Kingdom"
"564043","17012D","ORIGAMI ROSE INCENSE/CANDLE SET ",24,"22-08-2011 12:55",0.85,14414,"United Kingdom"
"564044","23027","DRAWER KNOB VINTAGE GLASS HEXAGON",18,"22-08-2011 12:58",2.08,16952,"United Kingdom"
"564046","85123A","WHITE HANGING HEART T-LIGHT HOLDER",400,"22-08-2011 12:59",2.55,16013,"United Kingdom"
"564049","17038","PORCELAIN BUDAH INCENSE HOLDER",30,"22-08-2011 13:30",0.1,17585,"United Kingdom"
"564049","84206A","3 BLACK CATS W HEARTS BLANK CARD",6,"22-08-2011 13:30",0.19,17585,"United Kingdom"
"564049","84201B","HAPPY BIRTHDAY CARD STRIPEY TEDDY",12,"22-08-2011 13:30",0.19,17585,"United Kingdom"
"564049","22532","MAGIC DRAWING SLATE LEAP FROG ",5,"22-08-2011 13:30",0.42,17585,"United Kingdom"
"564049","21311","SET/4 BIRD MIRROR MAGNETS ",5,"22-08-2011 13:30",0.29,17585,"United Kingdom"
"564049","20838","FRENCH LATTICE CUSHION COVER ",24,"22-08-2011 13:30",0.85,17585,"United Kingdom"
"564049","47504H","ENGLISH ROSE SPIRIT LEVEL ",3,"22-08-2011 13:30",0.79,17585,"United Kingdom"
"564049","85094","CANDY SPOT EGG WARMER RABBIT",36,"22-08-2011 13:30",0.19,17585,"United Kingdom"
"564049","23123","COCKTAIL SWORDS 50 PIECES",50,"22-08-2011 13:30",0.83,17585,"United Kingdom"
"564049","23122","PARTY CHARMS 50 PIECES",50,"22-08-2011 13:30",0.83,17585,"United Kingdom"
"564051","23355","HOT WATER BOTTLE KEEP CALM",4,"22-08-2011 13:32",4.95,14265,"Unspecified"
"564051","23045","PAPER LANTERN 5 POINT STAR MOON ",4,"22-08-2011 13:32",4.15,14265,"Unspecified"
"564052","23247","BISCUIT TIN 50'S CHRISTMAS",18,"22-08-2011 13:40",2.89,15033,"United Kingdom"
"564052","35953","FOLKART STAR CHRISTMAS DECORATIONS",3,"22-08-2011 13:40",1.25,15033,"United Kingdom"
"564052","35953","FOLKART STAR CHRISTMAS DECORATIONS",6,"22-08-2011 13:40",1.25,15033,"United Kingdom"
"564054","22030","SWALLOWS GREETING CARD",408,"22-08-2011 13:55",0.36,17857,"United Kingdom"
"564054","22727","ALARM CLOCK BAKELIKE RED ",400,"22-08-2011 13:55",3.39,17857,"United Kingdom"
"564054","22728","ALARM CLOCK BAKELIKE PINK",400,"22-08-2011 13:55",3.39,17857,"United Kingdom"
"564054","22729","ALARM CLOCK BAKELIKE ORANGE",100,"22-08-2011 13:55",3.39,17857,"United Kingdom"
"564056","90176C","DIAMANTE NECKLACE",2,"22-08-2011 14:13",7.5,14387,"United Kingdom"
"564056","90176E","DIAMANTE NECKLACE GREEN",2,"22-08-2011 14:13",7.5,14387,"United Kingdom"
"564056","90082B","DIAMANTE BOW BROOCH RED COLOUR",3,"22-08-2011 14:13",6.35,14387,"United Kingdom"
"564056","90082A","DIAMANTE BOW BROOCH GREEN COLOUR",3,"22-08-2011 14:13",6.35,14387,"United Kingdom"
"564056","90209B","GREEN ENAMEL+GLASS HAIR COMB",6,"22-08-2011 14:13",2.1,14387,"United Kingdom"
"564056","85025C","PINK HEART SHAPE PHOTO FRAME",4,"22-08-2011 14:13",1.65,14387,"United Kingdom"
"564056","84429A","MEDIUM PINK BUDDHA HEAD ",4,"22-08-2011 14:13",2.95,14387,"United Kingdom"
"564058","23148","MINIATURE ANTIQUE ROSE HOOK IVORY",36,"22-08-2011 14:23",0.83,17676,"United Kingdom"
"564060","22537","MAGIC DRAWING SLATE DINOSAUR",5,"22-08-2011 14:37",0.42,17073,"United Kingdom"
"564060","23360","SET 8 CANDLES VINTAGE DOILY",2,"22-08-2011 14:37",1.95,17073,"United Kingdom"
"564061","21143","ANTIQUE GLASS HEART DECORATION ",4,"22-08-2011 14:38",1.95,14505,"United Kingdom"
"564061","23327","HANGING CLEAR MINI BOTTLE",6,"22-08-2011 14:38",0.63,14505,"United Kingdom"
"564061","23326","HANGING MINI COLOURED BOTTLES",28,"22-08-2011 14:38",0.63,14505,"United Kingdom"
"564061","22572","ROCKING HORSE GREEN CHRISTMAS ",9,"22-08-2011 14:38",0.85,14505,"United Kingdom"
"564061","23214","JINGLE BELL HEART ANTIQUE GOLD",7,"22-08-2011 14:38",2.08,14505,"United Kingdom"
"564061","23035","DRAWER KNOB CERAMIC IVORY",30,"22-08-2011 14:38",1.45,14505,"United Kingdom"
"564061","23034","DRAWER KNOB CERAMIC BLACK",30,"22-08-2011 14:38",1.45,14505,"United Kingdom"
"564062","23181","BULL DOG BOTTLE TOP WALL CLOCK",6,"22-08-2011 14:41",8.25,17706,"United Kingdom"
"564062","22103","MIRROR MOSAIC T-LIGHT HOLDER ROUND",12,"22-08-2011 14:41",1.65,17706,"United Kingdom"
"564062","21628","TRIANGULAR POUFFE VINTAGE ",6,"22-08-2011 14:41",14.95,17706,"United Kingdom"
"564062","21627","ELEPHANT CARNIVAL POUFFE",6,"22-08-2011 14:41",14.95,17706,"United Kingdom"
"564065","23358","HOT STUFF HOT WATER BOTTLE",6,"22-08-2011 15:05",3.75,15150,"United Kingdom"
"564065","23437"," 50'S CHRISTMAS GIFT BAG LARGE",12,"22-08-2011 15:05",1.25,15150,"United Kingdom"
"564065","23436","VINTAGE CHRISTMAS GIFT BAG LARGE ",12,"22-08-2011 15:05",1.25,15150,"United Kingdom"
"564076","37449","CERAMIC CAKE STAND + HANGING CAKES",48,"22-08-2011 15:27",8.5,14045,"United Kingdom"
"564087","22503","CABIN BAG VINTAGE PAISLEY",4,"23-08-2011 09:38",29.95,NA,"Hong Kong"
"564087","22580","ADVENT CALENDAR GINGHAM SACK",9,"23-08-2011 09:38",5.95,NA,"Hong Kong"
"564087","22453","MEASURING TAPE BABUSHKA BLUE",18,"23-08-2011 09:38",2.95,NA,"Hong Kong"
"564087","21906","PHARMACIE FIRST AID TIN",8,"23-08-2011 09:38",6.75,NA,"Hong Kong"
"564087","23053","RECYCLED ACAPULCO MAT PINK",8,"23-08-2011 09:38",8.25,NA,"Hong Kong"
"564087","84997B","CHILDRENS CUTLERY RETROSPOT RED ",48,"23-08-2011 09:38",4.15,NA,"Hong Kong"
"564087","84997D","CHILDRENS CUTLERY POLKADOT PINK",48,"23-08-2011 09:38",4.15,NA,"Hong Kong"
"564087","23255","CHILDRENS CUTLERY CIRCUS PARADE",24,"23-08-2011 09:38",4.15,NA,"Hong Kong"
"564088","46000M","POLYESTER FILLER PAD 45x45cm",5,"23-08-2011 09:38",1.55,17702,"United Kingdom"
"564091","90003C","MIDNIGHT BLUE PAIR HEART HAIR SLIDE",4,"23-08-2011 09:57",3.75,15804,"United Kingdom"
"564091","90003E","GREEN PAIR HEART HAIR SLIDES",4,"23-08-2011 09:57",3.75,15804,"United Kingdom"
"564095","23015","CORDIAL JUG",2,"23-08-2011 10:31",8.25,14930,"Channel Islands"
"564132","22988","SOLDIERS EGG CUP ",360,"23-08-2011 10:56",1.06,12901,"United Kingdom"
"564133","21263","GREEN GOOSE FEATHER TREE 60CM",12,"23-08-2011 11:01",1.95,14364,"United Kingdom"
"C564134","23198","PANTRY MAGNETIC  SHOPPING LIST",7,"23-08-2011 11:02",1.45,12456,"Switzerland"
"C564134","23196","VINTAGE LEAF MAGNETIC NOTEPAD",8,"23-08-2011 11:02",1.45,12456,"Switzerland"
"564135","22950","36 DOILIES VINTAGE CHRISTMAS",6,"23-08-2011 11:12",1.45,16550,"United Kingdom"
"564135","23189","SET OF 12 FORK CANDLES",8,"23-08-2011 11:12",2.89,16550,"United Kingdom"
"564136","44228","CANNABIS LEAF BEAD CURTAIN",12,"23-08-2011 11:16",0.85,14404,"United Kingdom"
"564137","21174","POTTERING IN THE SHED METAL SIGN",10,"23-08-2011 11:30",2.08,15722,"United Kingdom"
"564137","90209A","PURPLE ENAMEL+GLASS HAIR COMB",36,"23-08-2011 11:30",1.75,15722,"United Kingdom"
"564137","90209B","GREEN ENAMEL+GLASS HAIR COMB",48,"23-08-2011 11:30",1.75,15722,"United Kingdom"
"564137","90209C","PINK ENAMEL+GLASS HAIR COMB",132,"23-08-2011 11:30",1.75,15722,"United Kingdom"
"564141","21967","PACK OF 12 SKULL TISSUES",16,"23-08-2011 11:47",0.29,17841,"United Kingdom"
"564141","21090","SET/6 COLLAGE PAPER PLATES",11,"23-08-2011 11:47",0.39,17841,"United Kingdom"
"564141","21084","SET/6 COLLAGE PAPER CUPS",11,"23-08-2011 11:47",0.19,17841,"United Kingdom"
"564141","21927","BLUE/CREAM STRIPE CUSHION COVER ",8,"23-08-2011 11:47",1.25,17841,"United Kingdom"
"564141","23266","SET OF 3 WOODEN STOCKING DECORATION",7,"23-08-2011 11:47",1.25,17841,"United Kingdom"
"564146","22865","HAND WARMER OWL DESIGN",48,"23-08-2011 12:18",2.1,15838,"United Kingdom"
"564147","23209","LUNCH BAG VINTAGE DOILY ",50,"23-08-2011 12:21",1.65,14004,"United Kingdom"
"564147","23207","LUNCH BAG ALPHABET DESIGN",50,"23-08-2011 12:21",1.65,14004,"United Kingdom"
"564150","21988","PACK OF 6 SKULL PAPER PLATES",36,"23-08-2011 12:30",0.85,14936,"Channel Islands"
"564150","22085","PAPER CHAIN KIT SKULLS ",18,"23-08-2011 12:30",2.95,14936,"Channel Islands"
"564161","72799F","IVORY PILLAR CANDLE GOLD FLOCK",12,"23-08-2011 13:13",2.95,14523,"United Kingdom"
"564161","85230A","OPIUM SCENTED VOTIVE CANDLE",72,"23-08-2011 13:13",0.29,14523,"United Kingdom"
"564161","22103","MIRROR MOSAIC T-LIGHT HOLDER ROUND",15,"23-08-2011 13:13",1.65,14523,"United Kingdom"
"564164","22616","PACK OF 12 LONDON TISSUES ",300,"23-08-2011 13:30",0.25,17940,"United Kingdom"
"564168","23329","DECORATIVE WICKER HEART LARGE",8,"23-08-2011 13:51",1.65,16794,"United Kingdom"
"564172","22965","3 TRADITIONAl BISCUIT CUTTERS  SET",5,"23-08-2011 14:19",2.1,16033,"United Kingdom"
"564172","23355","HOT WATER BOTTLE KEEP CALM",2,"23-08-2011 14:19",4.95,16033,"United Kingdom"
"564172","21711","FOLDING UMBRELLA WHITE/RED POLKADOT",3,"23-08-2011 14:19",4.95,16033,"United Kingdom"
"564173","21286","RETROSPOT CANDLE  LARGE",12,"23-08-2011 14:23",2.55,12567,"France"
"564188","22287","DECORATION WOBBLY CHICKEN",10,"23-08-2011 15:33",0.39,13140,"United Kingdom"
"564188","22286","DECORATION WOBBLY RABBIT METAL ",9,"23-08-2011 15:33",0.39,13140,"United Kingdom"
"564191","23331","DECORATIVE WICKER HEART SMALL",1,"23-08-2011 16:16",0.63,17315,"United Kingdom"
"564191","23330","DECORATIVE WICKER HEART MEDIUM",1,"23-08-2011 16:16",1.25,17315,"United Kingdom"
"564191","23172","REGENCY TEA PLATE PINK",8,"23-08-2011 16:16",1.65,17315,"United Kingdom"
"564198","23249","VINTAGE RED ENAMEL TRIM PLATE",6,"23-08-2011 17:18",1.65,14418,"United Kingdom"
"564198","23252","VINTAGE RED ENAMEL TRIM JUG ",7,"23-08-2011 17:18",3.75,14418,"United Kingdom"
"564198","22422","TOOTHPASTE TUBE PEN",20,"23-08-2011 17:18",0.65,14418,"United Kingdom"
"564198","22099","CARAVAN SQUARE TISSUE BOX",10,"23-08-2011 17:18",0.39,14418,"United Kingdom"
"564198","22093","MOTORING TISSUE BOX",9,"23-08-2011 17:18",0.39,14418,"United Kingdom"
"564199","23331","DECORATIVE WICKER HEART SMALL",5,"23-08-2011 17:31",0.63,13263,"United Kingdom"
"564203","23330","DECORATIVE WICKER HEART MEDIUM",24,"24-08-2011 08:49",1.25,18061,"United Kingdom"
"C564206","22067","CHOC TRUFFLE GOLD TRINKET POT ",3,"24-08-2011 09:04",1.45,14301,"United Kingdom"
"C564207","22156","HEART DECORATION WITH PEARLS ",7,"24-08-2011 09:06",0.72,15270,"United Kingdom"
"C564207","75049L","LARGE CIRCULAR MIRROR MOBILE",35,"24-08-2011 09:06",0.85,15270,"United Kingdom"
"C564208","23129","HEART SHAPED HOLLY WREATH",1,"24-08-2011 09:07",4.15,15469,"United Kingdom"
"564220","20684","",1,"24-08-2011 09:34",0,NA,"United Kingdom"
"564221","21216","SET 3 RETROSPOT TEA,COFFEE,SUGAR",6,"24-08-2011 09:36",10.79,NA,"United Kingdom"
"564221","21557","SET OF 6 FUNKY BEAKERS",17,"24-08-2011 09:36",5.63,NA,"United Kingdom"
"564221","21928","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",27,"24-08-2011 09:36",4.13,NA,"United Kingdom"
"564221","21931","JUMBO STORAGE BAG SUKI",24,"24-08-2011 09:36",4.13,NA,"United Kingdom"
"564221","22134","MINI LADLE LOVE HEART RED ",14,"24-08-2011 09:36",0.83,NA,"United Kingdom"
"564221","22386","JUMBO BAG PINK POLKADOT",29,"24-08-2011 09:36",4.13,NA,"United Kingdom"
"564221","22411","JUMBO SHOPPER VINTAGE RED PAISLEY",35,"24-08-2011 09:36",4.13,NA,"United Kingdom"
"564221","23199","JUMBO BAG APPLES",31,"24-08-2011 09:36",4.13,NA,"United Kingdom"
"564221","23243","SET OF TEA COFFEE SUGAR TINS PANTRY",10,"24-08-2011 09:36",10.79,NA,"United Kingdom"
"564221","23351","ROLL WRAP 50'S CHRISTMAS",2,"24-08-2011 09:36",2.46,NA,"United Kingdom"
"564221","84970l","SINGLE HEART ZINC T-LIGHT HOLDER",5,"24-08-2011 09:36",2.08,NA,"United Kingdom"
"564221","85049a","TRADITIONAL CHRISTMAS RIBBONS",2,"24-08-2011 09:36",3.29,NA,"United Kingdom"
"564221","85049e","SCANDINAVIAN REDS RIBBONS",4,"24-08-2011 09:36",3.29,NA,"United Kingdom"
"564221","85099B","JUMBO BAG RED RETROSPOT",38,"24-08-2011 09:36",4.13,NA,"United Kingdom"
"564221","85184c","SET 4 VALENTINE DECOUPAGE HEART BOX",1,"24-08-2011 09:36",5.79,NA,"United Kingdom"
"564221","20712","JUMBO BAG WOODLAND ANIMALS",47,"24-08-2011 09:36",4.13,NA,"United Kingdom"
"564221","20713","JUMBO BAG OWLS",26,"24-08-2011 09:36",4.13,NA,"United Kingdom"
"564225","23086","ZINC  STAR T-LIGHT HOLDER ",288,"24-08-2011 10:06",1.04,17268,"United Kingdom"
"564229","82583","amazon",20,"24-08-2011 10:20",0,NA,"United Kingdom"
"564230","20719","WOODLAND CHARLOTTE BAG",58,"24-08-2011 10:22",2.46,NA,"United Kingdom"
"564230","20723","STRAWBERRY CHARLOTTE BAG",61,"24-08-2011 10:22",2.46,NA,"United Kingdom"
"564230","20724","RED RETROSPOT CHARLOTTE BAG",114,"24-08-2011 10:22",2.46,NA,"United Kingdom"
"564230","20726","LUNCH BAG WOODLAND",26,"24-08-2011 10:22",4.96,NA,"United Kingdom"
"564230","20727","LUNCH BAG  BLACK SKULL.",35,"24-08-2011 10:22",4.96,NA,"United Kingdom"
"564230","21213","PACK OF 72 SKULL CAKE CASES",17,"24-08-2011 10:22",2.08,NA,"United Kingdom"
"564230","21670","BLUE SPOT CERAMIC DRAWER KNOB",10,"24-08-2011 10:22",3.29,NA,"United Kingdom"
"564230","21672","WHITE SPOT RED CERAMIC DRAWER KNOB",9,"24-08-2011 10:22",2.46,NA,"United Kingdom"
"564230","22197","POPCORN HOLDER",27,"24-08-2011 10:22",1.63,NA,"United Kingdom"
"564230","22355","CHARLOTTE BAG SUKI DESIGN",145,"24-08-2011 10:22",2.46,NA,"United Kingdom"
"564230","22356","CHARLOTTE BAG PINK POLKADOT",47,"24-08-2011 10:22",2.46,NA,"United Kingdom"
"564230","22382","LUNCH BAG SPACEBOY DESIGN ",11,"24-08-2011 10:22",4.96,NA,"United Kingdom"
"564230","22383","LUNCH BAG SUKI DESIGN ",15,"24-08-2011 10:22",4.96,NA,"United Kingdom"
"564230","23168","CLASSIC CAFE SUGAR DISPENSER",19,"24-08-2011 10:22",3.29,NA,"United Kingdom"
"564230","23204","CHARLOTTE BAG APPLES DESIGN",18,"24-08-2011 10:22",2.46,NA,"United Kingdom"
"564230","23205","CHARLOTTE BAG VINTAGE ALPHABET ",23,"24-08-2011 10:22",2.46,NA,"United Kingdom"
"564230","23206","LUNCH BAG APPLE DESIGN",14,"24-08-2011 10:22",4.96,NA,"United Kingdom"
"564230","23298","SPOTTY BUNTING",48,"24-08-2011 10:22",10.79,NA,"United Kingdom"
"564230","82583","HOT BATHS METAL SIGN",19,"24-08-2011 10:22",4.96,NA,"United Kingdom"
"564230","84692","BOX OF 24 COCKTAIL PARASOLS",33,"24-08-2011 10:22",1.63,NA,"United Kingdom"
"564256","35966","FOLKART CHRISTMAS TREE T-LIGHT HOLD",15,"24-08-2011 10:45",0.38,14796,"United Kingdom"
"564256","84341B","SMALL PINK MAGIC CHRISTMAS TREE",26,"24-08-2011 10:45",0.38,14796,"United Kingdom"
"564256","23265","SET OF 3 WOODEN TREE DECORATIONS",4,"24-08-2011 10:45",1.25,14796,"United Kingdom"
"564256","35933","PINK STOCKING CHRISTMAS DECORATION",12,"24-08-2011 10:45",0.38,14796,"United Kingdom"
"564256","47559B","TEA TIME OVEN GLOVE",11,"24-08-2011 10:45",1.25,14796,"United Kingdom"
"564256","23307","SET OF 60 PANTRY DESIGN CAKE CASES ",9,"24-08-2011 10:45",0.55,14796,"United Kingdom"
"564256","21905","MORE BUTTER METAL SIGN ",8,"24-08-2011 10:45",0.79,14796,"United Kingdom"
"C564281","23185","FRENCH STYLE STORAGE JAR JAM",1,"24-08-2011 10:54",0.29,14796,"United Kingdom"
"564300","16046","TEATIME PEN CASE & PENS",25,"24-08-2011 11:31",0.85,16723,"United Kingdom"
"564300","23445","ICE CREAM BUBBLES",48,"24-08-2011 11:31",0.83,16723,"United Kingdom"
"564306","20679","EDWARDIAN PARASOL RED",24,"24-08-2011 12:23",5.95,17865,"United Kingdom"
"564306","23240","SET OF 4 KNICK KNACK TINS DOILY ",12,"24-08-2011 12:23",4.15,17865,"United Kingdom"
"564306","21280","VINTAGE KITCHEN PRINT VEGETABLES",12,"24-08-2011 12:23",2.55,17865,"United Kingdom"
"564308","21395","BLUE POLKADOT BEAKER ",36,"24-08-2011 12:36",0.39,13901,"United Kingdom"
"564310","23199","JUMBO BAG APPLES",300,"24-08-2011 12:51",1.79,15769,"United Kingdom"
"564312","23201","JUMBO BAG ALPHABET",300,"24-08-2011 12:52",1.79,15769,"United Kingdom"
"564312","23199","JUMBO BAG APPLES",400,"24-08-2011 12:52",1.79,15769,"United Kingdom"
"564312","22835","HOT WATER BOTTLE I AM SO POORLY",312,"24-08-2011 12:52",4.25,15769,"United Kingdom"
"564314","22340","NOEL GARLAND PAINTED ZINC ",12,"24-08-2011 12:58",1.65,12695,"France"
"564318","20831","GOLD PHOTO FRAME",48,"24-08-2011 13:15",1.69,14035,"United Kingdom"
"564322","21641","ASSORTED TUTTI FRUTTI KEYRING BALL",120,"24-08-2011 13:23",0.29,13694,"United Kingdom"
"564322","85023B","EAU DE NILE JEWELLED PHOTOFRAME",72,"24-08-2011 13:23",2.1,13694,"United Kingdom"
"564322","85024B","EAU DE NILE JEWELLED PHOTOFRAME",144,"24-08-2011 13:23",1.45,13694,"United Kingdom"
"564322","85025C","PINK HEART SHAPE PHOTO FRAME",151,"24-08-2011 13:23",1.45,13694,"United Kingdom"
"564322","84818","DANISH ROSE PHOTO FRAME",120,"24-08-2011 13:23",0.79,13694,"United Kingdom"
"564322","85025B","EAU DE NILE HEART SHAPE PHOTO FRAME",144,"24-08-2011 13:23",1.45,13694,"United Kingdom"
"564322","20992","JAZZ HEARTS PURSE NOTEBOOK",288,"24-08-2011 13:23",0.39,13694,"United Kingdom"
"564322","84660A","WHITE STITCHED WALL CLOCK",200,"24-08-2011 13:23",0.79,13694,"United Kingdom"
"564324","47504H","ENGLISH ROSE SPIRIT LEVEL ",144,"24-08-2011 13:26",0.79,13694,"United Kingdom"
"564324","22116","METAL SIGN HIS DINNER IS SERVED",48,"24-08-2011 13:26",0.79,13694,"United Kingdom"
"564324","22100","SKULLS SQUARE TISSUE BOX",72,"24-08-2011 13:26",0.39,13694,"United Kingdom"
"564324","22403","MAGNETS PACK OF 4 VINTAGE LABELS ",60,"24-08-2011 13:26",0.39,13694,"United Kingdom"
"564324","22400","MAGNETS PACK OF 4 HOME SWEET HOME",60,"24-08-2011 13:26",0.39,13694,"United Kingdom"
"564324","35638B","PINK/BLUE STRING CURTAIN ",48,"24-08-2011 13:26",1.95,13694,"United Kingdom"
"564324","35637A","IVORY STRING CURTAIN WITH POLE ",72,"24-08-2011 13:26",1.95,13694,"United Kingdom"
"564324","75011","BLUE DAISY MOBILE",72,"24-08-2011 13:26",0.79,13694,"United Kingdom"
"564324","47504K","ENGLISH ROSE GARDEN SECATEURS",144,"24-08-2011 13:26",0.79,13694,"United Kingdom"
"564325","84660C","PINK STITCHED WALL CLOCK",120,"24-08-2011 13:27",0.79,13694,"United Kingdom"
"564325","84660B","BLACK STITCHED WALL CLOCK",120,"24-08-2011 13:27",0.79,13694,"United Kingdom"
"564326","62018","SOMBRERO ",46,"24-08-2011 13:30",1.95,17256,"United Kingdom"
"564330","22897","OVEN MITT APPLES DESIGN",7,"24-08-2011 13:57",1.45,13411,"United Kingdom"
"564334","10133","COLOURING PENCILS BROWN TUBE",120,"24-08-2011 14:19",0.42,15812,"United Kingdom"
"564335","16015","MEDIUM CHINESE STYLE SCISSOR",4,"24-08-2011 14:23",0.5,15800,"United Kingdom"
"564335","23355","HOT WATER BOTTLE KEEP CALM",1,"24-08-2011 14:23",4.95,15800,"United Kingdom"
"564335","23439","HAND WARMER RED LOVE HEART",1,"24-08-2011 14:23",2.1,15800,"United Kingdom"
"564342","22922","FRIDGE MAGNETS US DINER ASSORTED",2,"24-08-2011 14:53",0.85,16340,"United Kingdom"
"564342","21373","MIRRORED WALL ART SNOWFLAKES",2,"24-08-2011 14:53",0.75,16340,"United Kingdom"
"564342","21650","ASSORTED TUTTI FRUTTI BRACELET",15,"24-08-2011 14:53",0.19,16340,"United Kingdom"
"564346","22098","BOUDOIR SQUARE TISSUE BOX",6,"24-08-2011 14:54",0.39,15727,"United Kingdom"
"564346","23322","LARGE WHITE HEART OF WICKER",11,"24-08-2011 14:54",2.95,15727,"United Kingdom"
"564346","22950","36 DOILIES VINTAGE CHRISTMAS",24,"24-08-2011 14:54",1.45,15727,"United Kingdom"
"564346","23374","RED SPOT PAPER GIFT BAG",40,"24-08-2011 14:54",0.82,15727,"United Kingdom"
"564346","22197","POPCORN HOLDER",21,"24-08-2011 14:54",0.85,15727,"United Kingdom"
"564350","22286","DECORATION WOBBLY RABBIT METAL ",96,"24-08-2011 14:57",0.39,14401,"United Kingdom"
"564353","23318","BOX OF 6 MINI VINTAGE CRACKERS",48,"24-08-2011 15:08",2.08,15764,"United Kingdom"
"564353","23445","ICE CREAM BUBBLES",20,"24-08-2011 15:08",0.83,15764,"United Kingdom"
"564356","22684","FRENCH BLUE METAL DOOR SIGN 9",9,"24-08-2011 15:47",1.25,13969,"United Kingdom"
"564356","22678","FRENCH BLUE METAL DOOR SIGN 3",8,"24-08-2011 15:47",1.25,13969,"United Kingdom"
"564356","22676","FRENCH BLUE METAL DOOR SIGN 1",7,"24-08-2011 15:47",1.25,13969,"United Kingdom"
"564356","22677","FRENCH BLUE METAL DOOR SIGN 2",11,"24-08-2011 15:47",1.25,13969,"United Kingdom"
"564356","37413","ICON MUG REVOLUTIONARY",18,"24-08-2011 15:47",0.39,13969,"United Kingdom"
"564356","22662","LUNCH BAG DOLLY GIRL DESIGN",7,"24-08-2011 15:47",1.65,13969,"United Kingdom"
"564358","22986","WRAP GINGHAM ROSE ",1,"24-08-2011 16:00",0.42,17869,"United Kingdom"
"564359","23238","SET OF 4 KNICK KNACK TINS LONDON ",5,"24-08-2011 16:02",4.15,14056,"United Kingdom"
"564359","23240","SET OF 4 KNICK KNACK TINS DOILY ",5,"24-08-2011 16:02",4.15,14056,"United Kingdom"
"564363","23356","LOVE HOT WATER BOTTLE",3,"24-08-2011 16:23",5.95,15434,"United Kingdom"
"564365","23025","DRAWER KNOB VINTAGE GLASS BALL",4,"24-08-2011 16:46",2.08,NA,"United Kingdom"
"C564368","21209","MULTICOLOUR HONEYCOMB FAN",10,"25-08-2011 09:29",0.39,16493,"United Kingdom"
"C564368","21194","PINK  HONEYCOMB PAPER FAN",6,"25-08-2011 09:29",0.65,16493,"United Kingdom"
"564378","90018C","SILVER BLACK ORBIT DROP EARRINGS",2,"25-08-2011 10:26",4.25,12417,"Belgium"
"564378","90024B","NEW BAROQUE B'FLY NECKLACE RED",2,"25-08-2011 10:26",8.5,12417,"Belgium"
"564378","90036E","FLOWER GLASS GARLD NECKL36""AMETHYST",3,"25-08-2011 10:26",7.95,12417,"Belgium"
"564378","23545","WRAP RED VINTAGE DOILY",50,"25-08-2011 10:26",0.42,12417,"Belgium"
"564379","23355","HOT WATER BOTTLE KEEP CALM",24,"25-08-2011 10:32",4.15,16779,"United Kingdom"
"564430","23344","JUMBO BAG 50'S CHRISTMAS ",40,"25-08-2011 11:36",2.08,15955,"United Kingdom"
